Hebrew,Russian
סאסי,Сасси
קנדית,канадец
מחומם,с подогревом
אוהש,Любое юридическое
לברוס,Брюс
נרגעת,утихнет
להשתקע,селиться
קופנהגן,Копенгаген
משוחדת,беспристрастный
הפטריוטים,патриоты
דלג,Пропускать
בקשו,Просить
ועניבה,Tie
לבן,белый
בעלון,листовка
.,","
נפוחים,вздутый
עירוניים,городской
בנקאים,банкиры
גיליונות,простыни
המפרי,Humphrey
שמעון,Саймон
severide,severide
בריין,рассол
והיילי,Wiley
נייל,Гвоздь
בהפסד,в убыток
לבטי,Бетти
גוביינא,Разрядка
הדאיג,Волновался
בשרים,Колбасные изделия
הייווד,Хейвуд
בדפוס,Распечатать
טמפרנס,Tmfrns
כשהילד,Когда ребенок
ברעש,громко
וסע,Поездка
ספקים,Поставщики
סמטת,аллея
ששוקל,Весит
במיטבו,Лучший
טקטיקות,тактика
המושחתים,продажный
ורודות,розовый
לשתיה,Питьевой
הנדרשים,необходимые
שדרק,Дерек
חושני,чувственный
ובתך,И дочь
הדביל,хам
בתמיכה,Поддержка
בימין,Правильно
השתעממתי,Мне стало скучно
בנורת,к северу
טורט,Туретта
מחרבנת,азартная игра в кости
נעיר,Мы заметили
דביקות,липкость
בזיל,Бэзил
דקרו,Нож
מורהאוס,Morehouse
יממה,День
האומגה,Омега
הטרולים,Тролли
הזנת,входящий
נזרקתי,Я был брошен
ערבויות,Гарантии
בולעת,Ласточки
להידפק,выебанная
וקבל,И получить
עולמם,Мир
מארצות,От
לעצמן,Самих себя
ההמולה,суматоха
מאגנוס,Магнус
מורעבת,изголодавшийся
שהתרופה,"Препарат, средство, медикамент"
ותזכרו,И помни
הובלות,Грузоперевозки
המזויינות,Вооруженные группировки
מושקע,инвестированный
במלונות,Отели
שירדו,вниз
ההשעיה,Подвеска
ברכבים,Транспортные средства
אלווי,Альви
המפציץ,бомбардировщик
אולמות,залы
יפרצו,Перерыв
סטי,наборы
אונייה,Корабль
מחיות,животные
הגרנד,большой
לנאמנות,Доверять
הכותב,писатель
נדרי,Клятвы
שהחיה,зверь
לומדות,Обучение
הבוגרת,Взрослые
פניצילין,пенициллин
התרגז,Разозлился
זוגיות,паритет
ויתרנו,мы отказались
באימפריה,империя
דרכת,поступь
לפינת,Угол
מארבעה,четыре
לנתונים,Данные
ויילד,Wilde
נטלת,Ты взял
ברת,Берта
שלחתם,Отправлено
צללית,силуэт
מגבעת,шапка
יאתרו,разместить
פרוזן,замороженный
מירוצי,Гонки
פרמדיקים,Медработники
ומחפשים,И искать
ומהירות,И скорость
ויהפוך,И стать
עקרוני,фундаментальный
משמיעים,Изготовление
בחלומותיי,Мечты
שיעביר,Это идет
מלכנו,Наш король
מיכלים,Контейнеры
לשיין,чейн
הצטיינות,превосходство
בלוני,Шарики
music,Музыка
בגרונו,Горло
ביתכם,Твой дом
הברזת,Я играл прогуливал
דובאי,Дубай
לרמוס,топтать
תכבדי,Вы чтить
ירצחו,убийство
שהשאירו,Они уехали
המצ,приложенный
בפרלמנט,парламент
שרפנו,сожженный
ולהעלות,И загрузить
העסקיים,Бизнес
שהפלת,Свержение
הצפוניים,северный
שתסיימו,Ты заканчиваешь
כנו,Восстановлена
ששומעים,заслушивать
ותק,старшинство
בבנגקוק,Бангкок
לנסיעות,Путешествовать
התחזה,позирует
סולארית,солнечная
קלירי,Клири
שתפסיד,Похудеть
פיקס,малиновый цвет
שוויתרת,Вы дали
לגירושים,Развод
הבקבוקון,пузырек
בני,мой сын
אחייך,Ваши братья
כ,около
בצהוב,желтый
רשרוש,шелест
שבמהלך,В течение
למרטין,Мартин
למעשיו,действия
מפגשי,Встречи
ופיל,И Фил
עושי,Makers
שוקעים,тонуть
בבועה,Пузырь
מאמצת,Принимает
שהאחות,Медсестра
שנקראים,Называется
נערכו,подготовлены
התבואה,зерна
וקרן,И Фонд
בצמרת,руководство
קנון,канон
רופפת,рыхлый
משכבה,слой
למעריצים,для вентиляторов
כעוזרת,помощник
פנטון,Фентон
השדון,чертенок
ולבנים,белый
קווינטוס,Квинт
תפעול,операция
מרב,максимальная
בקהיר,Каир
במספיק,Достаточно
אנכית,вертикальный
דגן,зерно
תחלום,Мечта
תתאכזב,Разочаровываться
הדיילת,служитель
הקיימים,Имеется в наличии
תציב,Место
מוּסִיקָה,Музыка
ויקינג,викинг
מורגש,чувствовал
בורל,Баррелл
מהגינה,Из сада
בחירתו,выборы
סטטיסטיקה,статистика
רונון,Ronon
התחננת,умолять
שחברך,Ваш друг
ואליסון,И Allison
ייצר,произведенный
מאלריי,Malleray
ישועה,спасение
אביס,бездна
לדרכנו,Наш путь
אפעל,я буду работать
לרכז,концентрат
לימבו,Limbo
בנינג,Беннинг
קינאת,ревнивый
רובוטי,Роботизированная
פולנים,полировать
לצידם,Их сторона
במאדים,Марс
בעטת,Ударь
ללחם,Хлеб
white,белый
קלארנס,Кларенс
אינסופיים,Бесконечный
משאבות,Насосы
אבחן,диагност
בקורבן,Потерпевший
הופסק,Снятые
להלוואה,ссуда
לכאבי,Головные боли
ושמי,И кто
ממוחשב,компьютеризированные
ברואר,пивовар
גיירמו,Гильермо
הליקופטר,вертолет
הממשק,интерфейс
המצער,плачевный
דלתו,Дверь
הבקיע,заголовок
מציבה,Представляет
נקב,прокол
אמצוץ,всасывать
בצעצועים,игрушки
חייכת,Ты улыбаешься
חיסרון,недостаток
הושאר,Осталось
ולפיכך,И поэтому
שחג,Щипцы
תשאף,Будет ли стремиться
להרתיע,отпугивать
מקורב,приближенный
שמחזיר,Возвращает
צלילות,ясность
ונלש,И Nls
עגבנייה,Помидор
יואי,Huey
אהובתו,возлюбленная
מזהות,тождественность
חלומותיו,Мечты
אסיד,кислота
אריזת,упаковка
מחשיך,Темнеет
טיאן,Tian
דפקנו,Мы постучались
עדשה,объектив
מצוירת,Мультфильм
עיזרי,Помогите
הופתע,был удивлен
והזוכה,И победы
ואדון,И г-н
הוודאות,неопределенность
